Year,Month,Day,Hour,Minute,Second,nSAT,Lon,Lat,Alt,Speed,hDOP
2021,11,28,12,42,59,11,18.830931,47.121597,100.6,34.53,90
2021,11,28,12,42,59,11,18.830898,47.121620,100.7,34.53,90
2021,11,28,12,42,59,11,18.830866,47.121639,100.7,34.53,90
2021,11,28,12,42,59,11,18.830832,47.121662,100.7,34.53,90
2021,11,28,12,43,0,11,18.830799,47.121685,100.7,34.53,90
2021,11,28,12,43,0,11,18.830765,47.121704,100.7,34.53,90
2021,11,28,12,43,0,11,18.830732,47.121723,100.7,34.53,90
2021,11,28,12,43,0,11,18.830698,47.121746,100.7,34.53,90
2021,11,28,12,43,0,11,18.830666,47.121769,100.7,34.53,90
2021,11,28,12,43,0,11,18.830631,47.121788,100.7,34.53,90
2021,11,28,12,43,0,11,18.830599,47.121811,100.8,34.53,90
2021,11,28,12,43,0,11,18.830564,47.121830,100.8,34.53,90
2021,11,28,12,43,0,11,18.830532,47.121853,100.8,34.53,90
2021,11,28,12,43,0,11,18.830498,47.121872,100.9,34.53,90
2021,11,28,12,43,1,11,18.830465,47.121895,100.9,34.53,90
2021,11,28,12,43,1,11,18.830431,47.121914,100.9,34.53,90
2021,11,28,12,43,1,11,18.830399,47.121937,100.9,34.53,90
2021,11,28,12,43,1,11,18.830366,47.121956,100.9,34.53,90
2021,11,28,12,43,1,11,18.830334,47.121975,101.0,34.53,90
2021,11,28,12,43,1,11,18.830299,47.121998,101.0,34.53,90
2021,11,28,12,43,1,11,18.830267,47.122017,101.0,34.53,90
2021,11,28,12,43,1,11,18.830233,47.122040,101.1,34.53,90
2021,11,28,12,43,1,11,18.830200,47.122063,101.1,34.53,90
2021,11,28,12,43,1,11,18.830166,47.122082,101.1,34.53,90
2021,11,28,12,43,2,11,18.830133,47.122105,101.1,34.53,90
2021,11,28,12,43,2,11,18.830099,47.122124,101.1,34.53,90
2021,11,28,12,43,2,11,18.830069,47.122147,101.2,34.53,90
2021,11,28,12,43,2,11,18.830034,47.122166,101.2,34.53,90
2021,11,28,12,43,2,11,18.830002,47.122189,101.2,34.53,90
2021,11,28,12,43,2,11,18.829967,47.122208,101.3,34.53,90
2021,11,28,12,43,2,11,18.829935,47.122231,101.3,34.53,90
2021,11,28,12,43,2,11,18.829903,47.122250,101.3,34.53,90
2021,11,28,12,43,2,11,18.829868,47.122272,101.4,34.53,90
2021,11,28,12,43,2,11,18.829836,47.122292,101.4,34.53,90
2021,11,28,12,43,3,11,18.829803,47.122314,101.4,34.53,90
2021,11,28,12,43,3,11,18.829769,47.122334,101.5,34.53,90
2021,11,28,12,43,3,11,18.829737,47.122356,101.5,34.53,90
2021,11,28,12,43,3,11,18.829704,47.122375,101.5,34.53,90
2021,11,28,12,43,3,11,18.829672,47.122398,101.6,34.53,90
2021,11,28,12,43,3,11,18.829638,47.122417,101.6,34.53,90
2021,11,28,12,43,3,11,18.829605,47.122440,101.6,34.53,90
2021,11,28,12,43,3,11,18.829571,47.122459,101.7,34.53,90
2021,11,28,12,43,3,11,18.829540,47.122482,101.7,34.53,90
2021,11,28,12,43,3,11,18.829506,47.122505,101.8,34.53,90
2021,11,28,12,43,4,11,18.829473,47.122524,101.8,34.53,90
2021,11,28,12,43,4,11,18.829439,47.122543,101.9,34.53,90
2021,11,28,12,43,4,11,18.829407,47.122566,101.9,34.53,90
2021,11,28,12,43,4,11,18.829372,47.122585,101.9,34.53,90
2021,11,28,12,43,4,11,18.829340,47.122608,102.0,34.53,90
2021,11,28,12,43,4,11,18.829308,47.122627,102.0,34.53,90
2021,11,28,12,43,4,11,18.829275,47.122650,102.0,34.53,90
2021,11,28,12,43,4,11,18.829241,47.122669,102.1,34.53,90
2021,11,28,12,43,4,11,18.829210,47.122692,102.1,34.53,90
2021,11,28,12,43,4,11,18.829176,47.122711,102.1,34.53,90
2021,11,28,12,43,5,11,18.829144,47.122734,102.2,34.53,90
2021,11,28,12,43,5,11,18.829109,47.122753,102.2,34.53,90
2021,11,28,12,43,5,11,18.829077,47.122776,102.2,34.53,90
2021,11,28,12,43,5,11,18.829042,47.122795,102.3,34.53,90
2021,11,28,12,43,5,11,18.829012,47.122818,102.3,34.53,90
2021,11,28,12,43,5,11,18.828978,47.122837,102.4,34.53,90
2021,11,28,12,43,5,11,18.828945,47.122860,102.4,34.53,90
2021,11,28,12,43,5,11,18.828911,47.122879,102.4,34.53,90
2021,11,28,12,43,5,11,18.828880,47.122898,102.5,34.53,90
2021,11,28,12,43,5,11,18.828846,47.122921,102.5,34.53,90
2021,11,28,12,43,6,11,18.828814,47.122940,102.5,34.53,90
2021,11,28,12,43,6,11,18.828779,47.122963,102.6,34.53,90
2021,11,28,12,43,6,11,18.828749,47.122982,102.6,34.53,90
2021,11,28,12,43,6,11,18.828714,47.123001,102.6,34.53,90
2021,11,28,12,43,6,11,18.828684,47.123020,102.7,34.53,90
2021,11,28,12,43,6,11,18.828650,47.123043,102.7,34.53,90
2021,11,28,12,43,6,11,18.828619,47.123062,102.7,34.53,90
2021,11,28,12,43,6,11,18.828587,47.123085,102.7,34.53,90
2021,11,28,12,43,6,11,18.828554,47.123104,102.7,34.53,90
2021,11,28,12,43,6,11,18.828522,47.123123,102.7,34.53,90
2021,11,28,12,43,7,11,18.828489,47.123142,102.8,34.53,90
2021,11,28,12,43,7,11,18.828459,47.123165,102.8,34.53,90
2021,11,28,12,43,7,11,18.828426,47.123184,102.8,34.53,90
2021,11,28,12,43,7,11,18.828394,47.123203,102.9,34.53,90
2021,11,28,12,43,7,11,18.828362,47.123222,102.9,34.53,90
2021,11,28,12,43,7,11,18.828329,47.123245,102.9,34.53,90
2021,11,28,12,43,7,11,18.828299,47.123264,102.9,34.53,90
2021,11,28,12,43,7,11,18.828266,47.123283,102.9,34.53,90
2021,11,28,12,43,7,11,18.828238,47.123306,102.9,34.53,90
2021,11,28,12,43,7,11,18.828205,47.123325,102.9,34.53,90
2021,11,28,12,43,8,11,18.828173,47.123344,103.0,34.53,90
2021,11,28,12,43,8,11,18.828142,47.123363,103.0,34.53,90
2021,11,28,12,43,8,11,18.828110,47.123386,103.0,34.53,90
2021,11,28,12,43,8,11,18.828079,47.123405,103.0,34.53,90
2021,11,28,12,43,8,11,18.828049,47.123425,103.0,34.53,90
2021,11,28,12,43,8,11,18.828018,47.123444,103.1,34.53,90
2021,11,28,12,43,8,11,18.827988,47.123463,103.1,34.53,90
2021,11,28,12,43,8,11,18.827957,47.123482,103.1,34.53,90
2021,11,28,12,43,8,11,18.827927,47.123505,103.1,34.53,90
2021,11,28,12,43,8,11,18.827894,47.123524,103.1,34.53,90
2021,11,28,12,43,9,11,18.827866,47.123543,103.1,34.53,90
2021,11,28,12,43,9,11,18.827835,47.123562,103.1,34.53,90
2021,11,28,12,43,9,11,18.827805,47.123585,103.1,34.53,90
2021,11,28,12,43,9,11,18.827774,47.123604,103.2,34.53,90
2021,11,28,12,43,9,11,18.827744,47.123623,103.2,34.53,90
2021,11,28,12,43,9,11,18.827713,47.123642,103.2,34.53,90
2021,11,28,12,43,9,11,18.827682,47.123661,103.2,34.53,90
2021,11,28,12,43,9,11,18.827654,47.123680,103.2,34.53,90
2021,11,28,12,43,9,11,18.827623,47.123703,103.3,34.53,90
2021,11,28,12,43,9,11,18.827593,47.123722,103.3,34.53,90
2021,11,28,12,43,10,11,18.827564,47.123741,103.3,34.53,90
2021,11,28,12,43,10,11,18.827534,47.123760,103.3,34.53,90
2021,11,28,12,43,10,11,18.827503,47.123783,103.3,34.53,90
2021,11,28,12,43,10,11,18.827473,47.123802,103.3,34.53,90
2021,11,28,12,43,10,11,18.827444,47.123821,103.4,34.53,90
2021,11,28,12,43,10,11,18.827414,47.123840,103.4,34.53,90
2021,11,28,12,43,10,11,18.827383,47.123863,103.4,34.53,90
2021,11,28,12,43,10,11,18.827353,47.123882,103.4,34.53,90
2021,11,28,12,43,10,11,18.827324,47.123901,103.4,34.53,90
2021,11,28,12,43,10,11,18.827293,47.123920,103.5,34.53,90
2021,11,28,12,43,11,11,18.827263,47.123943,103.5,34.53,90
2021,11,28,12,43,11,11,18.827232,47.123962,103.5,34.53,90
2021,11,28,12,43,11,11,18.827204,47.123981,103.5,34.53,90
2021,11,28,12,43,11,11,18.827173,47.124001,103.5,34.53,90
