Year,Month,Day,Hour,Minute,Second,nSAT,Lon,Lat,Alt1,Alt2,hAcc,vAcc,speed,speedAcc,PDOP
2021,10,17,15,59,16,11,199105180,476841630,165422.89,126731.92,4134,5037,32990.98,675,162
2021,10,17,15,59,16,11,199104300,476841540,165446.89,126756.92,4139,5045,33048.98,677,162
2021,10,17,15,59,16,11,199103420,476841440,165498.89,126807.92,4133,5043,32995.98,667,162
2021,10,17,15,59,17,11,199102580,476841340,165535.89,126844.92,4131,5043,32850.98,662,162
2021,10,17,15,59,17,11,199101710,476841250,165596.89,126905.92,4131,5057,32838.98,659,162
2021,10,17,15,59,17,11,199100830,476841180,165739.89,127048.91,4130,5073,32845.98,650,162
2021,10,17,15,59,17,11,199099970,476841090,165869.89,127178.91,4128,5090,32859.98,646,162
2021,10,17,15,59,17,11,199099100,476840990,165980.89,127289.91,4126,5107,32890.98,644,162
2021,10,17,15,59,18,11,199098220,476840900,166029.89,127338.91,4126,5125,32873.98,648,162
2021,10,17,15,59,18,11,199097340,476840800,166101.89,127410.91,4122,5143,32928.98,640,162
2021,10,17,15,59,18,11,199096500,476840700,166113.89,127422.91,4121,5162,32834.98,641,162
2021,10,17,15,59,18,11,199095630,476840610,166124.89,127433.91,4120,5180,32757.98,641,162
2021,10,17,15,59,18,11,199094750,476840510,166136.89,127445.91,4120,5200,32836.98,647,162
2021,10,17,15,59,19,11,199093890,476840420,166047.89,127355.91,4121,5219,32877.98,645,162
2021,10,17,15,59,19,11,199093020,476840350,165965.89,127274.91,4121,5238,32839.98,645,162
2021,10,17,15,59,19,11,199092160,476840260,165929.89,127238.91,4123,5258,32786.98,648,162
2021,10,17,15,59,19,11,199091280,476840160,165897.89,127205.91,4126,5279,32909.98,653,162
2021,10,17,15,59,19,11,199090400,476840060,165850.89,127159.91,4127,5299,32888.98,652,162
2021,10,17,15,59,20,11,199089540,476839970,165842.89,127150.91,4133,5321,32847.98,666,162
2021,10,17,15,59,20,11,199088660,476839870,165908.89,127216.91,4138,5344,33068.98,667,162
2021,10,17,15,59,20,11,199087760,476839740,165985.89,127293.91,4144,5368,33263.98,671,162
2021,10,17,15,59,20,11,199086880,476839650,166026.89,127334.91,4151,5390,33299.98,672,162
2021,10,17,15,59,20,11,199086020,476839550,166089.89,127397.91,4158,5413,33250.98,672,162
2021,10,17,15,59,21,11,199085150,476839460,166178.89,127486.91,4164,5434,33171.98,671,162
2021,10,17,15,59,21,11,199084270,476839390,166337.89,127645.91,4170,5455,33117.98,671,162
2021,10,17,15,59,21,11,199083410,476839300,166464.89,127772.91,4178,5478,33041.98,674,162
2021,10,17,15,59,21,11,199082530,476839200,166628.89,127936.91,4185,5500,33022.98,669,162
2021,10,17,15,59,21,11,199081660,476839100,166730.89,128038.91,4195,5523,33068.98,706,162
2021,10,17,15,59,22,11,199080800,476839010,166823.89,128131.91,4203,5546,32886.98,719,162
2021,10,17,15,59,22,11,199079950,476838910,166917.89,128225.91,4211,5568,32786.98,725,162
2021,10,17,15,59,22,11,199079070,476838820,167043.89,128351.91,4217,5590,32846.98,687,162
2021,10,17,15,59,22,11,199078180,476838720,167074.89,128381.91,4226,5610,33113.98,699,162
2021,10,17,15,59,22,11,199077330,476838620,167165.89,128472.91,4229,5630,32961.98,685,162
2021,10,17,15,59,23,11,199076460,476838530,167202.89,128510.91,4233,5648,32953.98,687,162
2021,10,17,15,59,23,11,199075580,476838430,167221.89,128528.91,4224,5652,33016.98,662,162
2021,10,17,15,59,23,11,199074720,476838340,167338.89,128645.91,4219,5660,32956.98,653,162
2021,10,17,15,59,23,11,199073860,476838240,167424.89,128731.91,4214,5669,32941.98,641,162
2021,10,17,15,59,23,11,199072980,476838140,167447.89,128754.91,4211,5679,32986.98,645,162
2021,10,17,15,59,24,11,199072100,476838050,167513.89,128819.91,4206,5689,33037.98,637,162
2021,10,17,15,59,24,11,199071230,476837980,167419.89,128726.91,4203,5707,33067.98,635,162
2021,10,17,15,59,24,11,199070350,476837890,167285.89,128591.91,4204,5729,33015.98,644,162
2021,10,17,15,59,24,11,199069500,476837790,167252.89,128559.91,4202,5737,32855.98,649,162
2021,10,17,15,59,24,11,199068620,476837700,167272.89,128579.91,4197,5746,32937.98,640,162
2021,10,17,15,59,25,11,199067760,476837600,167322.89,128629.91,4195,5756,32907.98,644,162
2021,10,17,15,59,25,11,199066910,476837500,167544.89,128850.91,4194,5766,32790.98,651,162
2021,10,17,15,59,25,11,199066050,476837410,167675.89,128981.91,4192,5777,32697.98,648,162
2021,10,17,15,59,25,11,199065180,476837340,167744.89,129050.91,4190,5787,32659.98,645,162
2021,10,17,15,59,25,11,199064320,476837250,167826.89,129133.91,4187,5797,32703.98,639,162
2021,10,17,15,59,26,11,199063460,476837150,167842.89,129149.91,4185,5807,32769.98,647,162
2021,10,17,15,59,26,11,199062590,476837060,167949.89,129255.91,4184,5825,32818.98,645,162
2021,10,17,15,59,26,11,199061740,476836960,168102.89,129408.91,4182,5843,32752.98,637,162
2021,10,17,15,59,26,11,199060880,476836860,168176.89,129482.91,4178,5850,32775.98,633,162
2021,10,17,15,59,26,11,199060020,476836770,168384.89,129690.91,4174,5859,32739.98,631,162
2021,10,17,15,59,27,11,199059140,476836670,168381.89,129686.91,4170,5870,32888.98,630,162
2021,10,17,15,59,27,11,199058270,476836580,168347.89,129652.91,4167,5880,32936.98,630,162
2021,10,17,15,59,27,11,199057390,476836480,168345.89,129651.91,4162,5890,33032.98,621,162
2021,10,17,15,59,27,11,199056510,476836420,168253.89,129559.91,4157,5900,33066.98,616,162
2021,10,17,15,59,27,11,199055650,476836320,168155.89,129460.91,4149,5909,33023.98,604,162
2021,10,17,15,59,28,11,199054780,476836220,168159.89,129464.91,4143,5917,32997.98,598,162
2021,10,17,15,59,28,11,199053900,476836130,168136.89,129441.91,4136,5926,32996.98,594,162
2021,10,17,15,59,28,11,199053040,476836030,168222.89,129527.91,4130,5941,32932.98,593,162
2021,10,17,15,59,28,11,199052180,476835940,168258.89,129563.91,4122,5958,32853.98,581,162
2021,10,17,15,59,28,11,199051310,476835840,168200.89,129505.91,4115,5976,32836.98,575,162
2021,10,17,15,59,29,11,199050450,476835780,168169.89,129474.91,4108,5994,32823.98,575,162
2021,10,17,15,59,29,11,199049570,476835680,168197.89,129502.91,4102,6013,32938.98,576,162
2021,10,17,15,59,29,11,199048690,476835580,168257.89,129562.91,4095,6031,33026.98,572,162
2021,10,17,15,59,29,11,199047820,476835490,168343.89,129648.91,4074,6046,33025.98,431,162
2021,10,17,15,59,29,11,199046960,476835390,168444.89,129749.91,4053,6057,32978.98,407,162
2021,10,17,15,59,30,11,199046080,476835300,168460.89,129765.91,4036,6067,33020.98,403,162
2021,10,17,15,59,30,11,199045200,476835200,168439.89,129744.91,4021,6077,32930.98,402,162
2021,10,17,15,59,30,11,199044340,476835100,168447.89,129752.91,4008,6087,33003.98,401,162
2021,10,17,15,59,30,11,199043460,476835040,168337.89,129641.91,3990,6077,33037.98,395,162
2021,10,17,15,59,30,11,199042590,476834940,168391.89,129695.91,3973,6070,32945.98,394,162
2021,10,17,15,59,31,11,199041730,476834850,168461.89,129765.91,3958,6065,32919.98,400,162
2021,10,17,15,59,31,11,199040850,476834750,168455.89,129759.91,3943,6059,32848.98,401,162
2021,10,17,15,59,31,11,199039980,476834660,168594.89,129898.91,3932,6054,32870.98,492,162
2021,10,17,15,59,31,11,199039120,476834560,168669.89,129973.91,3919,6050,32792.98,420,162
2021,10,17,15,59,31,11,199038260,476834460,168655.89,129959.91,3907,6047,32759.98,406,162
2021,10,17,15,59,32,11,199037390,476834400,168746.89,130050.91,3897,6047,32814.98,404,162
2021,10,17,15,59,32,11,199036530,476834300,168802.89,130106.91,3888,6047,32829.98,405,162
2021,10,17,15,59,32,12,199035650,476834210,168948.89,130251.91,3882,6046,32819.98,409,142
2021,10,17,15,59,32,12,199034780,476834140,169026.89,130329.91,3878,6049,32854.98,407,142
2021,10,17,15,59,32,12,199033920,476834050,169148.89,130452.91,3874,6050,32821.98,406,142
2021,10,17,15,59,33,12,199033060,476833950,169134.89,130438.91,3872,6051,32858.98,412,142
2021,10,17,15,59,33,12,199032180,476833860,169122.89,130425.91,3870,6052,32914.98,413,142
2021,10,17,15,59,33,13,199031300,476833760,168916.89,130219.91,3872,6045,32897.98,514,127
2021,10,17,15,59,33,13,199030430,476833660,168764.89,130067.91,3878,6036,32991.98,574,127
2021,10,17,15,59,33,13,199029570,476833600,168577.89,129881.91,3886,6030,32846.98,610,127
2021,10,17,15,59,34,12,199028700,476833500,168563.89,129866.91,3893,6023,32733.98,642,131
2021,10,17,15,59,34,12,199027820,476833410,168454.89,129757.91,3899,6015,32760.98,657,131
2021,10,17,15,59,34,12,199026980,476833310,168339.89,129643.91,3903,6007,32628.98,662,131
2021,10,17,15,59,34,12,199026110,476833220,168192.89,129495.91,3906,6000,32635.98,626,131
2021,10,17,15,59,34,12,199025260,476833150,168122.89,129425.91,3910,5992,32374.98,622,131
2021,10,17,15,59,35,12,199024400,476833090,167983.89,129286.91,3916,5983,32383.98,632,131
2021,10,17,15,59,35,13,199023540,476832990,167621.89,128924.91,3919,5948,32427.98,639,127
2021,10,17,15,59,35,13,199022670,476832900,167679.89,128981.91,3918,5916,32470.98,621,127
2021,10,17,15,59,35,13,199021820,476832800,167962.89,129265.91,3919,5886,32561.98,621,127
2021,10,17,15,59,35,13,199020960,476832740,167609.89,128912.91,3918,5856,32577.98,617,127
2021,10,17,15,59,36,13,199020080,476832640,167607.89,128910.91,3916,5827,32711.98,610,127
2021,10,17,15,59,36,13,199019220,476832540,167572.89,128874.91,3913,5800,32739.98,606,127
2021,10,17,15,59,36,13,199018350,476832450,167448.89,128750.91,3912,5784,32779.98,605,127
2021,10,17,15,59,36,13,199017490,476832350,167334.89,128637.91,3910,5771,32759.98,595,127
2021,10,17,15,59,36,13,199016610,476832260,167235.89,128538.91,3905,5760,32924.98,570,127
2021,10,17,15,59,37,13,199015740,476832160,167170.89,128472.91,3899,5748,32858.98,561,127
2021,10,17,15,59,37,13,199014880,476832060,167045.89,128348.91,3895,5735,32911.98,561,127
2021,10,17,15,59,37,13,199014020,476832000,166901.89,128203.91,3891,5724,32792.98,561,127
2021,10,17,15,59,37,13,199013140,476831900,166807.89,128109.91,3886,5712,32925.98,557,127
2021,10,17,15,59,37,13,199012270,476831810,166764.89,128066.91,3882,5701,32949.98,557,127
2021,10,17,15,59,38,13,199011410,476831710,166731.89,128032.91,3876,5688,32895.98,552,127
2021,10,17,15,59,38,13,199010530,476831620,166554.89,127856.91,3868,5676,32998.98,542,127
2021,10,17,15,59,38,13,199009650,476831520,166453.89,127755.91,3860,5664,33059.98,540,127
2021,10,17,15,59,38,13,199008770,476831420,166408.89,127709.91,3853,5651,33108.98,538,127
2021,10,17,15,59,38,13,199007890,476831330,166263.89,127565.91,3844,5638,33180.98,534,127
2021,10,17,15,59,39,13,199007010,476831230,166131.89,127432.91,3834,5620,33185.98,527,127
2021,10,17,15,59,39,13,199006140,476831140,166154.89,127456.91,3821,5584,33188.98,526,127
2021,10,17,15,59,39,13,199005260,476831070,165987.89,127288.91,3811,5555,33189.98,528,127
2021,10,17,15,59,39,13,199004400,476830980,165860.89,127161.91,3799,5525,33168.98,526,127
2021,10,17,15,59,39,13,199003520,476830880,165656.89,126958.92,3788,5497,33104.98,522,127
2021,10,17,15,59,40,13,199002640,476830780,165674.89,126975.91,3779,5475,33154.98,532,127
2021,10,17,15,59,40,13,199001780,476830690,165588.89,126890.92,3773,5459,33081.98,542,127
2021,10,17,15,59,40,13,199000910,476830590,165497.89,126797.92,3769,5444,32975.98,550,127
2021,10,17,15,59,40,13,199000030,476830530,165404.89,126705.92,3764,5430,32969.98,558,127
2021,10,17,15,59,40,13,198999170,476830430,165170.89,126471.92,3762,5423,32959.98,572,127
2021,10,17,15,59,41,13,198998300,476830300,164800.89,126100.92,3760,5415,32822.98,582,127
2021,10,17,15,59,41,13,198997420,476830210,164492.89,125793.92,3760,5409,32802.98,592,127
2021,10,17,15,59,41,13,198996560,476830110,164401.89,125702.92,3761,5403,32832.98,599,127
2021,10,17,15,59,41,13,198995680,476830020,164059.89,125360.92,3762,5396,32869.98,602,127
2021,10,17,15,59,41,13,198994820,476829920,163937.89,125238.92,3763,5389,32904.98,594,127
2021,10,17,15,59,42,13,198993950,476829820,163832.89,125132.92,3763,5381,32863.98,588,127
2021,10,17,15,59,42,13,198993070,476829730,163606.89,124906.92,3765,5376,33002.98,587,127
2021,10,17,15,59,42,13,198992210,476829630,163542.89,124842.92,3767,5372,32942.98,587,127
2021,10,17,15,59,42,13,198991340,476829540,163423.89,124723.92,3768,5367,32915.98,585,127
2021,10,17,15,59,42,13,198990460,476829440,163299.89,124599.92,3769,5363,32929.98,586,127
2021,10,17,15,59,43,13,198989600,476829340,163079.89,124379.92,3773,5361,32979.98,592,127
2021,10,17,15,59,43,13,198988720,476829250,162857.89,124157.92,3777,5358,33067.98,597,127
2021,10,17,15,59,43,13,198987840,476829150,162608.89,123908.92,3779,5356,33120.98,595,127
2021,10,17,15,59,43,13,198986980,476829060,162463.89,123763.92,3782,5355,33146.98,594,127
2021,10,17,15,59,43,13,198986100,476828930,162239.89,123539.92,3785,5353,33082.98,601,127
2021,10,17,15,59,44,13,198985230,476828830,162019.89,123318.92,3789,5352,33002.98,610,127
2021,10,17,15,59,44,13,198984370,476828740,161839.89,123139.92,3794,5353,32972.98,612,127
2021,10,17,15,59,44,13,198983500,476828640,161648.89,122947.92,3799,5355,32879.98,613,127
2021,10,17,15,59,44,13,198982640,476828540,161529.89,122829.92,3799,5351,32805.98,610,127
2021,10,17,15,59,44,13,198981780,476828450,161438.89,122738.92,3798,5347,32871.98,606,127
2021,10,17,15,59,45,13,198980900,476828350,161270.89,122569.92,3798,5344,32927.98,603,127
2021,10,17,15,59,45,13,198980030,476828260,161062.89,122361.92,3796,5338,32985.98,599,127
2021,10,17,15,59,45,13,198979170,476828160,160869.89,122168.92,3793,5330,33018.98,596,127
2021,10,17,15,59,45,13,198978290,476828060,160740.89,122039.92,3791,5322,33096.98,594,127
2021,10,17,15,59,45,13,198977410,476827970,160593.89,121892.92,3788,5313,33172.98,589,127
2021,10,17,15,59,46,13,198976530,476827900,160403.89,121702.92,3787,5305,33196.98,598,127
2021,10,17,15,59,46,13,198975660,476827810,160300.89,121599.92,3786,5299,33139.98,603,127
2021,10,17,15,59,46,13,198974800,476827710,160172.89,121470.92,3786,5292,33071.98,607,127
2021,10,17,15,59,46,13,198973940,476827650,160040.89,121339.92,3777,5277,32954.98,597,127
2021,10,17,15,59,46,13,198973070,476827550,159968.89,121267.92,3771,5264,32997.98,601,127
2021,10,17,15,59,47,13,198972210,476827460,159964.89,121262.92,3766,5252,32974.98,602,127
2021,10,17,15,59,47,13,198971340,476827360,159931.89,121230.92,3758,5221,32980.98,597,127
2021,10,17,15,59,47,13,198970480,476827260,159949.89,121247.92,3749,5193,32981.98,594,127
2021,10,17,15,59,47,13,198969620,476827200,159955.89,121253.92,3740,5168,32933.98,581,127
2021,10,17,15,59,47,13,198968750,476827100,159832.89,121130.92,3733,5149,32854.98,578,127
2021,10,17,15,59,48,12,198967890,476827010,159919.89,121217.92,3726,5135,32916.98,577,144
2021,10,17,15,59,48,12,198967040,476826910,159874.89,121172.92,3720,5122,32898.98,575,144
2021,10,17,15,59,48,12,198966160,476826820,159794.89,121092.92,3713,5109,32960.98,568,144
2021,10,17,15,59,48,12,198965300,476826750,159746.89,121044.92,3706,5097,32959.98,565,144
2021,10,17,15,59,48,12,198964450,476826660,159612.89,120910.92,3696,5076,32878.98,558,144
2021,10,17,15,59,49,12,198963580,476826560,159510.89,120808.92,3687,5057,32831.98,557,144
2021,10,17,15,59,49,12,198962700,476826460,159404.89,120702.92,3678,5039,32898.98,559,144
2021,10,17,15,59,49,12,198961860,476826400,159382.89,120680.92,3669,5023,32889.98,557,144
2021,10,17,15,59,49,12,198960990,476826300,159433.89,120730.92,3661,5006,32755.98,567,144
2021,10,17,15,59,49,12,198960130,476826210,159513.89,120810.92,3644,4989,32767.98,479,144
2021,10,17,15,59,50,12,198959260,476826110,159454.89,120751.92,3629,4973,32761.98,456,144
2021,10,17,15,59,50,12,198958400,476826050,159476.89,120773.92,3616,4965,32899.98,454,144
2021,10,17,15,59,50,12,198957540,476825950,159474.89,120771.92,3604,4958,32886.98,455,144
2021,10,17,15,59,50,12,198956670,476825860,159490.89,120787.92,3591,4943,32945.98,450,144
2021,10,17,15,59,50,12,198955810,476825760,159399.89,120696.92,3583,4935,32998.98,508,144
2021,10,17,15,59,51,12,198954940,476825700,159402.89,120700.92,3576,4929,33003.98,538,144
2021,10,17,15,59,51,12,198954080,476825600,159334.89,120631.92,3569,4922,33046.98,549,144
2021,10,17,15,59,51,12,198953200,476825500,159279.89,120576.92,3562,4917,33187.98,548,144
2021,10,17,15,59,51,12,198952340,476825410,159208.89,120505.92,3554,4912,33109.98,544,144
2021,10,17,15,59,51,12,198951460,476825310,159164.89,120461.92,3548,4908,33163.98,552,144
2021,10,17,15,59,52,12,198950580,476825220,159067.89,120364.92,3543,4904,33219.98,562,144
2021,10,17,15,59,52,12,198949710,476825150,159016.89,120313.92,3540,4901,33078.98,570,144
2021,10,17,15,59,52,12,198948830,476825060,159008.89,120304.92,3537,4898,33163.98,567,144
2021,10,17,15,59,52,12,198947970,476824960,158971.89,120268.92,3531,4892,33191.98,557,144
2021,10,17,15,59,52,12,198947090,476824860,158904.89,120201.92,3525,4888,33206.98,561,144
2021,10,17,15,59,53,12,198946210,476824770,158897.89,120193.92,3519,4884,33303.98,554,144
2021,10,17,15,59,53,12,198945340,476824670,158909.89,120205.92,3505,4881,33312.98,470,144
2021,10,17,15,59,53,12,198944460,476824610,158830.89,120126.92,3493,4879,33253.98,450,144
2021,10,17,15,59,53,12,198943580,476824510,158746.89,120042.92,3482,4874,33289.98,445,144
2021,10,17,15,59,53,12,198942720,476824420,158774.89,120071.92,3472,4870,33229.98,450,144
2021,10,17,15,59,54,12,198941860,476824320,158771.89,120067.92,3462,4868,33171.98,450,144
2021,10,17,15,59,54,12,198940980,476824220,158691.89,119987.92,3452,4865,33199.98,461,144
2021,10,17,15,59,54,12,198940110,476824130,158663.89,119959.92,3443,4861,33033.98,468,144
2021,10,17,15,59,54,12,198939230,476824060,158568.89,119864.92,3432,4857,33129.98,450,144
2021,10,17,15,59,54,12,198938370,476823970,158514.89,119810.92,3422,4854,33059.98,446,144
2021,10,17,15,59,55,12,198937490,476823870,158570.89,119866.92,3413,4852,33095.98,452,144
2021,10,17,15,59,55,12,198936620,476823780,158561.89,119857.92,3404,4851,33106.98,451,144
2021,10,17,15,59,55,12,198935740,476823710,158583.89,119878.92,3395,4849,33006.98,448,144
2021,10,17,15,59,55,12,198934880,476823620,158589.89,119884.92,3386,4848,33208.98,449,144
2021,10,17,15,59,55,12,198934000,476823520,158529.89,119824.92,3378,4848,33171.98,450,144
2021,10,17,15,59,56,12,198933140,476823420,158516.89,119811.92,3370,4849,33197.98,450,144
2021,10,17,15,59,56,12,198932260,476823330,158404.89,119699.92,3362,4850,33177.98,452,144
2021,10,17,15,59,56,12,198931390,476823230,158216.89,119511.92,3354,4850,33054.98,453,144
2021,10,17,15,59,56,12,198930530,476823170,158084.89,119380.92,3348,4850,33085.98,472,144
2021,10,17,15,59,56,12,198929650,476823070,158102.89,119397.92,3343,4850,33083.98,486,144
2021,10,17,15,59,57,12,198928770,476822980,158073.89,119368.92,3339,4851,33117.98,497,144
2021,10,17,15,59,57,12,198927890,476822880,158058.89,119352.92,3338,4852,33167.98,530,144
2021,10,17,15,59,57,12,198927020,476822780,157909.89,119204.92,3332,4852,33198.98,499,144
2021,10,17,15,59,57,12,198926140,476822720,157716.89,119010.92,3329,4851,33311.98,504,144
2021,10,17,15,59,57,12,198925280,476822620,157692.89,118987.92,3326,4849,33196.98,508,144
2021,10,17,15,59,58,12,198924400,476822530,157582.89,118877.92,3321,4846,33201.98,503,144
2021,10,17,15,59,58,12,198923540,476822430,157507.89,118801.92,3320,4846,33131.98,541,144
2021,10,17,15,59,58,12,198922670,476822340,157456.89,118750.92,3322,4848,33137.98,558,144
2021,10,17,15,59,58,12,198921790,476822270,157418.89,118712.92,3323,4850,33155.98,556,144
2021,10,17,15,59,58,12,198920930,476822180,157347.89,118641.92,3325,4853,33155.98,560,144
2021,10,17,15,59,59,12,198920060,476822080,157370.89,118664.92,3326,4855,32994.98,557,144
2021,10,17,15,59,59,12,198919220,476821980,157299.89,118593.92,3319,4856,32868.98,516,144
2021,10,17,15,59,59,12,198918350,476821890,157155.89,118449.92,3316,4857,32987.98,519,144
2021,10,17,15,59,59,12,198917470,476821790,157151.89,118445.92,3315,4859,32977.98,528,144
2021,10,17,15,59,59,12,198916610,476821730,157020.89,118313.92,3313,4862,32891.98,534,144
2021,10,17,16,0,0,12,198915710,476821630,157038.89,118332.92,3313,4862,33258.98,541,144
2021,10,17,16,0,0,12,198914820,476821540,157044.89,118338.92,3314,4865,33380.98,550,144
2021,10,17,16,0,0,12,198913950,476821440,156947.89,118241.92,3315,4868,33157.98,550,144
2021,10,17,16,0,0,12,198913090,476821340,156811.89,118105.92,3317,4873,33122.98,553,144
2021,10,17,16,0,0,12,198912220,476821250,156845.89,118139.92,3318,4879,33039.98,553,144
2021,10,17,16,0,1,12,198911380,476821150,156987.89,118281.92,3319,4883,32813.98,551,144
2021,10,17,16,0,1,12,198910510,476821060,157074.89,118368.92,3320,4888,32805.98,549,144
2021,10,17,16,0,1,12,198909660,476820990,157096.89,118389.92,3323,4896,32801.98,559,144
2021,10,17,16,0,1,12,198908780,476820900,157074.89,118367.92,3329,4906,32891.98,595,144
2021,10,17,16,0,1,12,198907920,476820800,157158.89,118451.92,3336,4916,32827.98,616,144
2021,10,17,16,0,2,12,198907070,476820700,157406.89,118699.92,3343,4924,32759.98,613,144
2021,10,17,16,0,2,12,198906210,476820610,157425.89,118718.92,3352,4936,32710.98,614,144
2021,10,17,16,0,2,12,198905340,476820510,157455.89,118748.92,3361,4948,32659.98,603,144
2021,10,17,16,0,2,12,198904480,476820420,157431.89,118724.92,3367,4958,32815.98,591,144
2021,10,17,16,0,2,12,198903620,476820320,157281.89,118574.92,3373,4968,32631.98,586,144
2021,10,17,16,0,3,12,198902750,476820260,157126.89,118419.92,3380,4979,32822.98,580,144
2021,10,17,16,0,3,12,198901870,476820160,157076.89,118368.92,3388,4990,32896.98,585,144
2021,10,17,16,0,3,12,198901010,476820060,157050.89,118343.92,3395,5000,32874.98,578,144
2021,10,17,16,0,3,12,198900160,476819970,157136.89,118428.92,3402,5011,32823.98,575,144
2021,10,17,16,0,3,12,198899300,476819870,157085.89,118378.92,3410,5021,32802.98,572,144
2021,10,17,16,0,4,12,198898430,476819780,157034.89,118327.92,3415,5031,32856.98,567,144
2021,10,17,16,0,4,12,198897570,476819680,156946.89,118239.92,3420,5040,32798.98,566,144
2021,10,17,16,0,4,12,198896720,476819620,157077.89,118369.92,3424,5049,32786.98,561,144
2021,10,17,16,0,4,12,198895860,476819520,157097.89,118389.92,3430,5063,32846.98,564,144
2021,10,17,16,0,4,12,198894990,476819420,157068.89,118360.92,3437,5076,32859.98,568,144
2021,10,17,16,0,5,12,198894110,476819330,157001.89,118293.92,3446,5092,32904.98,582,144
2021,10,17,16,0,5,12,198893250,476819230,156921.89,118213.92,3461,5106,33008.98,631,144
2021,10,17,16,0,5,12,198892370,476819140,156862.89,118154.92,3475,5118,33204.98,645,144
2021,10,17,16,0,5,12,198891490,476819040,156943.89,118235.92,3489,5131,33177.98,659,144
2021,10,17,16,0,5,12,198890620,476818940,156919.89,118211.92,3504,5144,33109.98,661,144
2021,10,17,16,0,6,12,198889760,476818850,156866.89,118158.92,3518,5155,32971.98,662,144
2021,10,17,16,0,6,12,198888900,476818750,156831.89,118123.92,3531,5165,32913.98,659,144
2021,10,17,16,0,6,12,198888020,476818690,156840.89,118132.92,3543,5174,32892.98,655,144
2021,10,17,16,0,6,12,198887150,476818590,156888.89,118180.92,3555,5182,32884.98,660,144
2021,10,17,16,0,6,12,198886290,476818500,156925.89,118217.92,3573,5193,32895.98,676,144
2021,10,17,16,0,7,12,198885420,476818430,156938.89,118230.92,3592,5202,32827.98,683,144
2021,10,17,16,0,7,12,198884560,476818340,157018.89,118309.92,3607,5208,32777.98,675,144
2021,10,17,16,0,7,12,198883700,476818270,157133.89,118424.92,3620,5211,32819.98,664,144
2021,10,17,16,0,7,12,198882830,476818180,157349.89,118640.92,3632,5209,32805.98,659,144
2021,10,17,16,0,7,12,198881970,476818110,157582.89,118873.92,3645,5203,32744.98,649,144
2021,10,17,16,0,8,12,198881100,476818050,157753.89,119044.92,3656,5194,32754.98,641,144
2021,10,17,16,0,8,12,198880220,476817950,158100.89,119391.92,3669,5181,32940.98,629,144
2021,10,17,16,0,8,12,198879340,476817890,158338.89,119629.92,3682,5167,33037.98,616,144
2021,10,17,16,0,8,12,198878460,476817820,158869.89,120160.92,3690,5147,33058.98,608,144
2021,10,17,16,0,8,12,198877580,476817760,159134.89,120425.92,3701,5129,33089.98,602,144
2021,10,17,16,0,9,12,198876720,476817660,159266.89,120556.92,3714,5117,33036.98,600,144
2021,10,17,16,0,9,12,198875840,476817600,159281.89,120571.92,3728,5118,33033.98,606,144
2021,10,17,16,0,9,12,198874960,476817500,159332.89,120622.92,3742,5122,33029.98,601,144
2021,10,17,16,0,9,12,198874100,476817410,159356.89,120647.92,3759,5126,33026.98,605,144
2021,10,17,16,0,9,12,198873230,476817340,159473.89,120763.92,3773,5130,32996.98,605,144
2021,10,17,16,0,10,12,198872350,476817250,159578.89,120868.92,3787,5133,33034.98,604,144
2021,10,17,16,0,10,12,198871470,476817180,159803.89,121093.92,3799,5133,33113.98,599,144
2021,10,17,16,0,10,12,198870610,476817120,159921.89,121211.92,3813,5134,33000.98,607,144
2021,10,17,16,0,10,12,198869730,476817020,159939.89,121229.92,3825,5135,33102.98,604,144
2021,10,17,16,0,10,12,198868860,476816930,159995.89,121285.92,3838,5137,32963.98,599,144
2021,10,17,16,0,11,12,198867980,476816860,160114.89,121404.92,3850,5139,33066.98,597,144
2021,10,17,16,0,11,12,198867140,476816770,160168.89,121458.92,3850,5143,32745.98,437,144
2021,10,17,16,0,11,12,198866270,476816700,160289.89,121579.92,3861,5146,32703.98,515,144
2021,10,17,16,0,11,12,198865410,476816610,160420.89,121709.92,3873,5150,32696.98,552,144
2021,10,17,16,0,11,12,198864540,476816540,160604.89,121894.92,3886,5154,32724.98,571,144
2021,10,17,16,0,12,12,198863680,476816480,160784.89,122074.92,3891,5160,32775.98,432,144
2021,10,17,16,0,12,12,198862820,476816380,160933.89,122223.92,3904,5165,32672.98,516,144
2021,10,17,16,0,12,12,198861950,476816320,161021.89,122310.92,3909,5168,32748.98,424,144
2021,10,17,16,0,12,12,198861090,476816220,161120.89,122409.92,3916,5172,32860.98,408,144
2021,10,17,16,0,12,12,198860210,476816130,161203.89,122492.92,3922,5176,32896.98,405,144
2021,10,17,16,0,13,12,198859340,476816060,161301.89,122591.92,3930,5180,32929.98,406,144
2021,10,17,16,0,13,12,198858480,476815970,161424.89,122713.92,3938,5185,32902.98,406,144
2021,10,17,16,0,13,12,198857620,476815900,161578.89,122868.92,3948,5190,32815.98,405,144
2021,10,17,16,0,13,12,198856750,476815810,161610.89,122899.92,3958,5196,32883.98,498,144
2021,10,17,16,0,13,12,198855870,476815680,161600.89,122889.92,3967,5202,33007.98,543,144
2021,10,17,16,0,14,11,198855010,476815580,161763.89,123052.92,3982,5212,33024.98,569,171
2021,10,17,16,0,14,11,198854130,476815490,161811.89,123100.92,4003,5227,33096.98,589,171
